ID,duration,path,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,phn_format,phn_opts,wrd,wrd_format,wrd_opts,starts,ends,phonemes_61,phonemes_39
mapv0_sx303,2.38725,train/dr3/mapv0/sx303.wav,wav,,mapv0,string,,string,,the bluejay flew over the high building,string,,0 2150 2530 3480 4680 4920 5773 7480 8229 9260 12360 14872 15498 17127 17545 19720 20637 21640 22490 23720 24810 27240 28416 28732 29827 31240 31730 32230 32919 33946,2150 2530 3480 4680 4920 5773 7480 8229 9260 12360 14872 15498 17127 17545 19720 20637 21640 22490 23720 24810 27240 28416 28732 29827 31240 31730 32230 32919 33946 38160,h# dh ax bcl b l ux dcl jh ey f l ux q ow v axr dh ix hv ay bcl b ih l dcl d ix ng h#,sil dh ah sil b l uw sil jh ey f l uw ow v er dh ih hh ay sil b ih l sil d ih ng sil
mapv0_sx393,2.64325,train/dr3/mapv0/sx393.wav,wav,,mapv0,string,,string,,she uses both names interchangeably,string,,0 2310 4840 6767 7352 9710 11000 11900 12870 14463 14748 16920 18297 18960 19680 22240 23170 23960 24750 25920 26778 27400 27960 29400 30590 32041 34080 34600 35140 35700 36600 37570 37966 38593 40280,2310 4840 6767 7352 9710 11000 11900 12870 14463 14748 16920 18297 18960 19680 22240 23170 23960 24750 25920 26778 27400 27960 29400 30590 32041 34080 34600 35140 35700 36600 37570 37966 38593 40280 42240,h# sh iy y ux z ix z bcl b ow th epi n ey m epi s pau q ix nx axr tcl ch ey n dcl jh ix bcl b l iy h#,sil sh iy y uw z ih z sil b ow th sil n ey m sil s sil ih n er sil ch ey n sil jh ih sil b l iy sil
mapv0_si663,4.505625,train/dr3/mapv0/si663.wav,wav,,mapv0,string,,string,,satellites sputniks rockets balloons what next,string,,0 2350 4850 6920 7400 8146 9357 12120 13190 13612 16760 18040 18416 19478 20963 21840 23320 24765 24960 27470 28540 29560 31240 32509 33140 33800 35180 35676 38920 44400 44550 45420 47186 49640 51700 53560 57527 58280 59331 60407 61120 63000 64660 64879 66120 66680 67400,2350 4850 6920 7400 8146 9357 12120 13190 13612 16760 18040 18416 19478 20963 21840 23320 24765 24960 27470 28540 29560 31240 32509 33140 33800 35180 35676 38920 44400 44550 45420 47186 49640 51700 53560 57527 58280 59331 60407 61120 63000 64660 64879 66120 66680 67400 72080,h# s ae dx ax l ay tcl t s pcl p ah q n ix kcl k s pau r aa kcl k ix tcl t s pau b ax l uw n z pau w ah tcl n eh kcl k s tcl t h#,sil s ae dx ah l ay sil t s sil p ah n ih sil k s sil r aa sil k ih sil t s sil b ah l uw n z sil w ah sil n eh sil k s sil t sil
mapv0_si1923,2.73925,train/dr3/mapv0/si1923.wav,wav,,mapv0,string,,string,,what did you mean by that rattlesnake gag,string,,0 2080 2546 3480 4800 5200 5840 6910 7650 8731 10402 13201 14454 15160 15431 17240 17880 19174 21200 22308 23720 24120 25500 27310 27940 28300 30560 33530 33960 37720 38950 39477 40600,2080 2546 3480 4800 5200 5840 6910 7650 8731 10402 13201 14454 15160 15431 17240 17880 19174 21200 22308 23720 24120 25500 27310 27940 28300 30560 33530 33960 37720 38950 39477 40600 43760,h# w ah tcl d ix dcl jh ux m iy n bcl b ay dh ae q r ae dx el s epi n ey kcl g ae gcl g ax-h h#,sil w ah sil d ih sil jh uw m iy n sil b ay dh ae r ae dx l s sil n ey sil g ae sil g ah sil
mapv0_sx33,2.432,train/dr3/mapv0/sx33.wav,wav,,mapv0,string,,string,,coconut cream pie makes a nice dessert,string,,0 2230 2820 4280 4670 5560 6040 6520 7644 9250 10460 11080 12320 13200 14520 15260 18464 20010 21640 22410 23710 25240 26151 28830 29860 31190 31790 32660 33720 36302 36815,2230 2820 4280 4670 5560 6040 6520 7644 9250 10460 11080 12320 13200 14520 15260 18464 20010 21640 22410 23710 25240 26151 28830 29860 31190 31790 32660 33720 36302 36815 38880,h# k ow kcl k ix n ah q k r iy m pcl p ay m ey kcl s ey n ay s dcl d ix z er q h#,sil k ow sil k ih n ah k r iy m sil p ay m ey sil s ey n ay s sil d ih z er sil
mapv0_sx123,3.7184375,train/dr3/mapv0/sx123.wav,wav,,mapv0,string,,string,,a screwdriver is made from vodka and orange juice,string,,0 2600 3000 4600 6684 7352 7686 8187 9566 10193 10768 11321 13577 14537 16793 18240 19490 20104 21280 24400 25250 25566 27860 28323 29326 30997 32167 34680 36487 37300 38767 41399 42193 43112 44502 45630 46632 47240 48080 48710 50330 51370 52160 54280 56640,2600 3000 4600 6684 7352 7686 8187 9566 10193 10768 11321 13577 14537 16793 18240 19490 20104 21280 24400 25250 25566 27860 28323 29326 30997 32167 34680 36487 37300 38767 41399 42193 43112 44502 45630 46632 47240 48080 48710 50330 51370 52160 54280 56640 59440,h# q ey s kcl k r ux dcl d r ay v er ix z epi m ey dcl d f r ax m v aa dcl k ah q ix n q ao r ix n dcl jh dcl jh ux s h#,sil ey s sil k r uw sil d r ay v er ih z sil m ey sil d f r ah m v aa sil k ah ih n aa r ih n sil jh sil jh uw s sil
mdjm0_sx15,2.8224375,train/dr3/mdjm0/sx15.wav,wav,,mdjm0,string,,string,,the museum hires musicians every evening,string,,0 1960 2661 3960 5400 7360 8814 10560 11880 15320 17211 19160 19840 20583 21280 22370 23410 24700 26520 27530 29220 30840 33407 34172 35216 36216 36887 37659 39057 40647 40921 41714 43093 43845,1960 2661 3960 5400 7360 8814 10560 11880 15320 17211 19160 19840 20583 21280 22370 23410 24700 26520 27530 29220 30840 33407 34172 35216 36216 36887 37659 39057 40647 40921 41714 43093 43845 45040,h# iy m ux z iy ih m hh ay er z epi m ux z ih sh ix n s pau q eh v r ih q iy v n iy ng h#,sil iy m uw z iy ih m hh ay er z sil m uw z ih sh ih n s sil eh v r ih iy v n iy ng sil
mdjm0_sx195,1.977625,train/dr3/mdjm0/sx195.wav,wav,,mdjm0,string,,string,,would you allow acts of violence,string,,0 2160 2506 3091 3759 4511 5765 6680 8062 11947 13583 15520 16400 16751 18110 18920 20400 22976 24062 24816 25374 26100 28280,2160 2506 3091 3759 4511 5765 6680 8062 11947 13583 15520 16400 16751 18110 18920 20400 22976 24062 24816 25374 26100 28280 31600,h# w ix dcl y uw ax l aw q ae kcl k s ax v ay l ax n tcl s h#,sil w ih sil y uw ah l aw ae sil k s ah v ay l ah n sil s sil
mdjm0_sx105,2.24,train/dr3/mdjm0/sx105.wav,wav,,mdjm0,string,,string,,you must explicitly delete files,string,,0 2160 2715 3383 4760 6400 7240 7640 8420 8960 9740 10109 11160 12480 12780 13203 14050 15500 16040 16459 17754 19480 20610 21054 22360 23960 24760 25190 26530 29660 31670 33650,2160 2715 3383 4760 6400 7240 7640 8420 8960 9740 10109 11160 12480 12780 13203 14050 15500 16040 16459 17754 19480 20610 21054 22360 23960 24760 25190 26530 29660 31670 33650 35760,h# y ux m ah s tcl t ix kcl k s pcl p l ih s ix tcl l iy dcl d el iy tcl t f ay el s h#,sil y uw m ah s sil t ih sil k s sil p l ih s ih sil l iy sil d l iy sil t f ay l s sil
mdjm0_si2085,3.1488125,train/dr3/mdjm0/si2085.wav,wav,,mdjm0,string,,string,,she was so beautiful so valiant so pitiable,string,,0 2330 4380 5430 6182 6950 8740 10600 11600 11720 12699 14120 14496 15400 17410 19425 22020 24400 26109 27400 29201 30370 32083 33160 33920 35240 37470 39470 41000 41950 42870 43480 43880 45120 45960 46670 47030 48520,2330 4380 5430 6182 6950 8740 10600 11600 11720 12699 14120 14496 15400 17410 19425 22020 24400 26109 27400 29201 30370 32083 33160 33920 35240 37470 39470 41000 41950 42870 43480 43880 45120 45960 46670 47030 48520 50320,h# sh ux w ax s ow bcl b y ux dx ix f el pau s ow v ae l iy ix tcl t pau s ow pcl p ih dx iy ax bcl b el h#,sil sh uw w ah s ow sil b y uw dx ih f l sil s ow v ae l iy ih sil t sil s ow sil p ih dx iy ah sil b l sil
mdjm0_si825,3.072,train/dr3/mdjm0/si825.wav,wav,,mdjm0,string,,string,,what it does aids in preventing foamy bloat,string,,0 3360 3933 4520 5160 6200 7747 8189 13159 15940 20600 21263 23443 24010 25490 26000 26720 27590 28320 29160 30120 31734 32292 32660 33030 33840 34840 36490 37880 38934 40360 41200 41710 42510 44920 45810 46353,3360 3933 4520 5160 6200 7747 8189 13159 15940 20600 21263 23443 24010 25490 26000 26720 27590 28320 29160 30120 31734 32292 32660 33030 33840 34840 36490 37880 38934 40360 41200 41710 42510 44920 45810 46353 49040,h# w ax dx ix tcl d ah z pau q ey dcl z ix n pcl p axr v eh n tcl t iy ng f ow m iy bcl b l ow tcl t h#,sil w ah dx ih sil d ah z sil ey sil z ih n sil p er v eh n sil t iy ng f ow m iy sil b l ow sil t sil
mdjm0_si1455,4.64,train/dr3/mdjm0/si1455.wav,wav,,mdjm0,string,,string,,the single curve line represents a specific formulation in a test example,string,,0 6920 7680 10090 11279 12000 12450 12783 14120 15150 16299 18680 19400 20845 24271 25650 26493 27720 28820 29040 29493 30070 31280 32640 32993 33530 34570 35290 36637 37240 37770 38380 40140 41240 42070 43000 44200 46290 47400 48040 49160 49616 50120 51053 52920 55130 55798 56341 57172 57840 59140 59892 61050 62290 63750 64739 65518 66200 66480 67400 69600 69954 71010 71250 72280,6920 7680 10090 11279 12000 12450 12783 14120 15150 16299 18680 19400 20845 24271 25650 26493 27720 28820 29040 29493 30070 31280 32640 32993 33530 34570 35290 36637 37240 37770 38380 40140 41240 42070 43000 44200 46290 47400 48040 49160 49616 50120 51053 52920 55130 55798 56341 57172 57840 59140 59892 61050 62290 63750 64739 65518 66200 66480 67400 69600 69954 71010 71250 72280 74160,h# ax s ih ng gcl g el kcl k er v l ay n r axr pcl p r ix z eh n tcl s ax s pcl p ax s ih f ix kcl f ao r m y ax l ey sh ix n q ix n ix tcl t eh s ix gcl g z ae m pcl p el h#,sil ah s ih ng sil g l sil k er v l ay n r er sil p r ih z eh n sil s ah s sil p ah s ih f ih sil f aa r m y ah l ey sh ih n ih n ih sil t eh s ih sil g z ae m sil p l sil
mdjm0_sx375,2.86725,train/dr3/mdjm0/sx375.wav,wav,,mdjm0,string,,string,,growing well kept gardens is very time consuming,string,,0 2260 3060 4010 5556 6308 7812 8960 10320 10880 11500 12930 13953 15331 15749 16459 17110 18924 19917 20462 22123 22600 22934 23853 24856 26485 26945 28992 30040 30580 31970 34324 35017 35680 36120 37410 38460 40200 41240 42080 42882,2260 3060 4010 5556 6308 7812 8960 10320 10880 11500 12930 13953 15331 15749 16459 17110 18924 19917 20462 22123 22600 22934 23853 24856 26485 26945 28992 30040 30580 31970 34324 35017 35680 36120 37410 38460 40200 41240 42080 42882 45760,h# g r ow ix ng w ah l kcl k eh pcl t gcl g aa r dx en dcl d s ix z v er iy tcl t ay m kcl k en s uw m ix ng h#,sil g r ow ih ng w ah l sil k eh sil t sil g aa r dx n sil d s ih z v er iy sil t ay m sil k n s uw m ih ng sil
mdjm0_sx285,2.5728125,train/dr3/mdjm0/sx285.wav,wav,,mdjm0,string,,string,,rich purchased several signed lithographs,string,,0 1648 2798 4000 4940 5840 7510 8170 9960 12090 12820 15770 17169 18040 18840 20610 22670 26067 26736 27947 29080 30770 31240 31880 32480 33400 35240 35770 38170,1648 2798 4000 4940 5840 7510 8170 9960 12090 12820 15770 17169 18040 18840 20610 22670 26067 26736 27947 29080 30770 31240 31880 32480 33400 35240 35770 38170 41120,h# r ih tcl ch pcl p er sh ix s eh v r el s ay n l ih th ax gcl g r ae f s h#,sil r ih sil ch sil p er sh ih s eh v r l s ay n l ih th ah sil g r ae f s sil
mvjh0_si926,2.8544375,train/dr3/mvjh0/si926.wav,wav,,mvjh0,string,,string,,another put sex on a dollars and cents basis,string,,0 2160 2680 3160 4840 5340 6440 7550 8050 8772 9190 11160 12938 13790 14000 15320 16840 17240 18360 19039 19238 21180 22391 23960 24920 26420 28040 29520 30579 30842 31740 33000 33177 35430 37310 38420 41580,2160 2680 3160 4840 5340 6440 7550 8050 8772 9190 11160 12938 13790 14000 15320 16840 17240 18360 19039 19238 21180 22391 23960 24920 26420 28040 29520 30579 30842 31740 33000 33177 35430 37310 38420 41580 45600,h# ix nx ah dh uh pcl p uh tcl s eh kcl k s ax nx ax dcl d aa l axr z en s eh n t s bcl b ey s ix s h#,sil ih n ah dh uh sil p uh sil s eh sil k s ah n ah sil d aa l er z n s eh n t s sil b ey s ih s sil
mvjh0_sx26,2.0928125,train/dr3/mvjh0/sx26.wav,wav,,mvjh0,string,,string,,most young rise early every morning,string,,0 1838 2236 4620 5640 6050 6800 7644 9640 10680 12040 14870 15700 17879 19133 20637 21800 22600 22973 23720 24960 26443 27279 27613 28891 29911,1838 2236 4620 5640 6050 6800 7644 9640 10680 12040 14870 15700 17879 19133 20637 21800 22600 22973 23720 24960 26443 27279 27613 28891 29911 33440,h# m ow s tcl t y ah ng r ay z er l iy eh v r ix m ao r nx ix ng h#,sil m ow s sil t y ah ng r ay z er l iy eh v r ih m aa r n ih ng sil
mvjh0_sx116,2.19525,train/dr3/mvjh0/sx116.wav,wav,,mvjh0,string,,string,,clasp the screw in your left hand,string,,0 2200 3310 4230 6070 7660 9060 9580 10400 11840 12490 13201 14161 16083 16919 17671 18506 19342 20428 22360 23240 23850 24400 25080 27822 28741 29994 30872 31373 32835,2200 3310 4230 6070 7660 9060 9580 10400 11840 12490 13201 14161 16083 16919 17671 18506 19342 20428 22360 23240 23850 24400 25080 27822 28741 29994 30872 31373 32835 35040,h# k l ae s pcl dh ax s kcl k r ux ix n y axr l eh f tcl t hh ae ax n dcl d ax-h h#,sil k l ae s sil dh ah s sil k r uw ih n y er l eh f sil t hh ae ah n sil d ah sil
mvjh0_si2186,3.53925,train/dr3/mvjh0/si2186.wav,wav,,mvjh0,string,,string,,her face turned pink with pleasure and a smothered cough,string,,0 1712 2350 3240 4750 6900 8062 9080 9990 11840 12560 14050 14780 16560 17064 17596 18514 18789 19400 21126 21880 22750 23686 25560 26380 28866 29960 30440 32099 34700 35187 35680 37360 38120 39640 40360 40840 41530 43000 46280 49406,1712 2350 3240 4750 6900 8062 9080 9990 11840 12560 14050 14780 16560 17064 17596 18514 18789 19400 21126 21880 22750 23686 25560 26380 28866 29960 30440 32099 34700 35187 35680 37360 38120 39640 40360 40840 41530 43000 46280 49406 56560,h# hh axr f ey s tcl t er n dcl p iy ng kcl k w ax th pcl p l eh zh axr ax nx ax s epi m ah dh er dcl d kcl k ao f h#,sil hh er f ey s sil t er n sil p iy ng sil k w ah th sil p l eh sh er ah n ah s sil m ah dh er sil d sil k aa f sil
mvjh0_sx206,3.09125,train/dr3/mvjh0/sx206.wav,wav,,mvjh0,string,,string,,when peeling an orange it is hard not to spray juice,string,,0 2160 2639 3462 4470 5000 6475 7394 8520 9080 10040 10520 13535 14496 15827 16417 16830 17360 18280 18840 20050 21360 21810 23800 24920 25840 26240 28240 29680 30070 30600 32106 32880 33290 34206 36040 36970 37990 41150 44490,2160 2639 3462 4470 5000 6475 7394 8520 9080 10040 10520 13535 14496 15827 16417 16830 17360 18280 18840 20050 21360 21810 23800 24920 25840 26240 28240 29680 30070 30600 32106 32880 33290 34206 36040 36970 37990 41150 44490 49360,h# w en pcl p iy l ih ng ix n ao r axr n dcl jh ix dx ix z hh aa r dcl n aa tcl t ix s pcl p r ey dcl jh ux s h#,sil w n sil p iy l ih ng ih n aa r er n sil jh ih dx ih z hh aa r sil n aa sil t ih s sil p r ey sil jh uw s sil
mvjh0_si1556,4.49925,train/dr3/mvjh0/si1556.wav,wav,,mvjh0,string,,string,,he waited until they were inside the elevator and then said now what do we do,string,,0 1560 2240 3342 4971 7640 8355 9600 10320 10880 11500 12783 13994 14370 16417 17169 18214 19240 20150 21620 24280 24920 25200 26402 28490 29326 30080 30840 32759 33240 35182 36381 37009 37320 38922 40030 41960 44840 45448 45872 53850 54517 57679 58682 59720 60760 60960 61400 62149 63399 63960 64150 67120,1560 2240 3342 4971 7640 8355 9600 10320 10880 11500 12783 13994 14370 16417 17169 18214 19240 20150 21620 24280 24920 25200 26402 28490 29326 30080 30840 32759 33240 35182 36381 37009 37320 38922 40030 41960 44840 45448 45872 53850 54517 57679 58682 59720 60760 60960 61400 62149 63399 63960 64150 67120 71920,h# hh iy w ey dx ih n tcl t ih l dh ey w axr ih n s ay dcl dh ih ae l ax v ey dx axr ix n dh eh n s eh dcl d pau n aw w ah tcl d ux w iy dcl d ux h#,sil hh iy w ey dx ih n sil t ih l dh ey w er ih n s ay sil dh ih ae l ah v ey dx er ih n dh eh n s eh sil d sil n aw w ah sil d uw w iy sil d uw sil
mvjh0_sx386,2.329625,train/dr3/mvjh0/sx386.wav,wav,,mvjh0,string,,string,,which church do the smiths worship in,string,,0 1981 2333 2960 3120 5040 5760 7070 8920 9250 10691 11050 11590 12440 13160 14080 16040 16296 16880 18280 18860 20470 20817 21640 23000 24530 25720 26610 26910 29342 30945,1981 2333 2960 3120 5040 5760 7070 8920 9250 10691 11050 11590 12440 13160 14080 16040 16296 16880 18280 18860 20470 20817 21640 23000 24530 25720 26610 26910 29342 30945 37200,h# w ix tcl ch tcl ch er tcl ch dcl d ux dh ix s epi m ih th s epi w er sh ih pcl p ih n h#,sil w ih sil ch sil ch er sil ch sil d uw dh ih s sil m ih th s sil w er sh ih sil p ih n sil
mvjh0_sx296,2.35525,train/dr3/mvjh0/sx296.wav,wav,,mvjh0,string,,string,,the two artists exchanged autographs,string,,0 2080 2250 2600 3850 4770 6224 6725 8438 9320 10040 11150 13570 14440 15105 15233 16120 16670 17600 19968 21000 22309 24600 24993 25974 26560 26923 28020 29880 31373 34360,2080 2250 2600 3850 4770 6224 6725 8438 9320 10040 11150 13570 14440 15105 15233 16120 16670 17600 19968 21000 22309 24600 24993 25974 26560 26923 28020 29880 31373 34360 37600,h# dh ax tcl t uw q aa r dx ix s ix kcl k s tcl ch ey n jh ao dx axr gcl g r ae f s h#,sil dh ah sil t uw aa r dx ih s ih sil k s sil ch ey n jh aa dx er sil g r ae f s sil
